"","sk_caracterizacao_turismo_informal","Ano","massa_salarial","Número de ocupações","Gênero","Idade","Remuneração","Instrução","Horas Trabalhadas/Semana","Contribuição à Previdência Social","co_regiao_geografica","Região","Atividade Característica do Turismo"
"5860",6709,2015,1251131.975,156.3914968,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5861",6708,2014,0,351.1855949,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5862",6703,2013,1942357.283,129.4904855,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5863",6648,2013,310315.8262,206.8772175,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",45,"Sul","Aluguel de Transportes"
"5864",6661,2013,346441.3894,173.2206947,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5865",6602,2012,80859.69258,101.0746157,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5866",6702,2012,2427333.094,161.8222063,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5867",6625,2013,NA,157.0534299,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5868",6671,2014,1488266.454,248.0444089,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",18,"Norte","Aluguel de Transportes"
"5869",6617,2015,5358459.507,1786.153169,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5870",6609,2015,769893.4522,481.1834076,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5871",6640,2012,467961.8129,155.987271,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5872",6667,2014,568125.6672,189.3752224,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5873",6675,2015,3215075.704,1786.153169,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5874",6665,2014,1398830.68,349.7076699,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5875",6706,2012,NA,117.9210444,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5876",6650,2012,7671697.29,281.8267432,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5877",6698,2012,494024.524,197.6098096,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5878",6589,2015,1212700.847,1788.644317,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5879",6664,2014,813557.3628,406.7786814,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5880",6681,2013,265161.1082,265.1611082,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5881",6687,2012,682940.4115,136.5880823,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5882",6652,2013,10971221.4,771.4094938,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5883",6707,2013,NA,149.5471998,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5884",6684,2013,448641.5993,149.5471998,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5885",6693,2013,745195.4287,413.9974604,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5886",6689,2014,2033893.407,406.7786814,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5887",6635,2013,1570534.299,157.0534299,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5888",6717,2012,218540.9317,109.2704658,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5889",6636,2013,967264.3593,201.5134082,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5890",6638,2012,883599.2712,294.5330904,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",45,"Sul","Aluguel de Transportes"
"5891",6694,2014,1749961.887,972.2010486,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5892",6672,2014,4425659.289,316.1185206,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5893",6612,2015,4173171.253,869.4106777,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5894",6647,2012,80859.69258,101.0746157,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5895",6711,2013,259603.5214,129.8017607,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5896",6662,2013,485589.3207,121.3973302,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5897",6615,2015,2086254.979,1390.836653,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",45,"Sul","Aluguel de Transportes"
"5898",6651,2013,3573609.184,265.1611082,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",18,"Norte","Aluguel de Transportes"
"5899",6641,2012,584613.8151,233.8455261,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5900",6643,2014,445588.7586,178.2355034,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5901",6696,2013,592914.7707,118.5829541,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5902",6676,2012,NA,123.8398613,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5903",6630,2013,290793.1137,181.745696,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5904",6697,2014,1121835.238,224.3670476,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5905",6610,2013,377621.1145,346.4413894,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5906",6656,2014,1719376.344,343.8752688,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5907",6705,2014,2196604.88,439.3209759,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5908",6642,2013,346615.8278,138.6463311,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5909",6601,2012,86687.9029,123.8398613,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5910",6685,2014,1053556.785,351.1855949,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5911",6628,2012,1576800.895,962.6640822,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5912",6592,2012,99774.09111,498.8704556,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5913",6633,2012,297762.0194,273.1761646,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5914",6590,2012,NA,408.0564769,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5915",6596,2014,110060.4234,366.8680779,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5916",6713,2014,1360531.009,170.0663762,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5917",6666,2013,441935.1804,147.3117268,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5918",6624,2012,NA,123.8398613,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5919",6720,2014,9044046.017,904.4046017,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5920",6597,2014,660071.6307,973.5569775,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5921",6700,2014,8150878.767,815.0878767,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5922",6619,2012,249307.3366,293.3027489,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5923",6600,2012,640639.3057,256.2557223,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5924",6691,2013,250638.7955,227.8534505,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5925",6613,2012,NA,161.8222063,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5926",6605,2013,NA,264.5834152,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5927",6607,2015,NA,312.7829937,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5928",6683,2012,353763.1332,117.9210444,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5929",6623,2015,6192808.879,442.3434913,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5930",6670,2013,2339058.958,167.0756399,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5931",6688,2013,866103.4736,173.2206947,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5932",6710,2012,324422.404,162.211202,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5933",6620,2013,199496.2792,234.701505,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5934",6663,2014,961357.7466,350.5298234,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5935",6719,2013,3851273.446,385.1273446,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5936",6686,2012,461844.9139,230.922457,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5937",6701,2012,619199.3065,154.7998266,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5938",6678,2015,31387920.63,3138.792063,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5939",6616,2015,4224619.211,313.465926,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",18,"Norte","Aluguel de Transportes"
"5940",6677,2013,NA,157.0534299,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5941",6626,2013,1579772.736,351.060608,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5942",6695,2012,372312.825,74.462565,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5943",6658,2012,273176.1646,136.5880823,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5944",6608,2015,152293.903,152.293903,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5945",6622,2015,522443.2099,174.1477366,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5946",6621,2015,884055.8631,322.3440459,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5947",6598,2012,51445.9012,110.6363467,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5948",6674,2015,313465.926,313.465926,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5949",6637,2014,2271452.157,473.2191994,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5950",6614,2013,NA,129.4904855,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5951",6692,2014,722011.8354,656.3743958,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5952",6595,2013,281081.7569,414.5748627,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5953",6591,2013,NA,326.5276906,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5954",6718,2015,16615957.65,1661.595765,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5955",6680,2012,533546.4859,197.6098096,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5956",6699,2013,2829491.619,282.9491619,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Aluguel de Transportes"
"5957",6690,2012,313219.3281,284.7448438,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5958",6646,2012,607088.4965,339.1937377,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5959",6639,2012,1024865.911,339.1937377,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5960",6611,2012,144006.2038,240.0103396,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5961",6606,2014,0,340.1327524,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5962",6618,2015,2405917.038,481.1834076,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5963",6715,2012,703974.9762,381.0807496,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5964",6599,2012,60644.76943,101.0746157,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5965",6594,2013,85614.10945,285.3803648,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5966",6657,2012,1244740.248,497.8960992,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Aluguel de Transportes"
"5967",6714,2012,156259.568,240.3993353,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",39,"Sudeste","Aluguel de Transportes"
"5968",6673,2012,43890.30378,109.7257595,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5969",6603,2013,109937.4009,157.0534299,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5970",6634,2012,1238398.613,123.8398613,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Aluguel de Transportes"
"5971",6632,2014,550200.43,343.8752688,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Aluguel de Transportes"
"5972",6668,2012,1952610.143,325.4350238,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",18,"Norte","Aluguel de Transportes"
"5973",6716,2013,521394.2911,173.798097,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5974",6644,2012,236024.2062,109.2704658,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Aluguel de Transportes"
"5975",6515,2014,769344.1975,384.6720988,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Transporte Aéreo"
"5976",6547,2013,176561.5724,58.8538575,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Transporte Aéreo"
"5977",6583,2012,1585401.702,264.233617,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Transporte Aéreo"
"5978",6521,2013,143103.3484,238.5055806,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",39,"Sudeste","Transporte Aéreo"
"5979",6529,2015,806528.8829,896.1432032,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",39,"Sudeste","Transporte Aéreo"
"5980",6581,2013,270952.4529,135.4762264,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",39,"Sudeste","Transporte Aéreo"
"5981",6559,2012,506798.5263,84.4664211,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Transporte Aéreo"
"5982",6585,2014,1836897.499,306.1495832,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Transporte Aéreo"
"5983",6541,2013,657997.2864,219.3324288,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Transporte Aéreo"
"5984",6557,2015,113976.9622,75.9846415,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Transporte Aéreo"
"5985",6574,2013,2709524.529,135.4762264,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",39,"Sudeste","Transporte Aéreo"
"5986",6553,2013,172558.3662,191.731518,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",39,"Sudeste","Transporte Aéreo"
"5987",6563,2013,892363.1214,111.5453902,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Transporte Aéreo"
"5988",6576,2015,34280.99662,107.1281144,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",45,"Sul","Transporte Aéreo"
"5989",6577,2013,19102.08569,59.6940178,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",45,"Sul","Transporte Aéreo"
"5990",6545,2012,230388.3005,76.7961002,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Transporte Aéreo"
"5991",6586,2012,62307.44322,51.9228694,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",18,"Norte","Transporte Aéreo"
"5992",6537,2013,671996.0274,67.1996027,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Transporte Aéreo"
"5993",6588,2014,91042.51275,75.8687606,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",18,"Norte","Transporte Aéreo"
"5994",6587,2013,47750.2552,39.7918793,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",18,"Norte","Transporte Aéreo"
"5995",6543,2014,918448.7496,306.1495832,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Transporte Aéreo"
"5996",6584,2013,1315994.573,219.3324288,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Transporte Aéreo"
"5997",6531,2013,144233.2937,72.1166468,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Transporte Aéreo"
"5998",6507,2015,2576165.516,1288.082758,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Transporte Aéreo"
